course_code,title,department,course_number,description,credits,prerequisites_raw,catalog_year,calendar_system,source_url,scraped_at,has_description,has_title,recommendable
ECEC412,Modern Processor Design,ECEC,412,"This course introduces modern processor design in a systematic manner. It discusses dynamically scheduled superscalar techniques including advanced branch prediction, performance analysis of static and dynamic branch prediction techniques, cache design principles, cache replacement policies, techniques to exploit instruction-level parallelism via out-of-order execution, and techniques to tolerate long memory latencies via speculative and run-ahead executions. The course provides a comprehensive coverage of modern practices in processor design.",3.0,ECEC 355 [Min Grade: D] or CS 281 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331753+00:00,True,True,True
ECEC413,Introduction to Parallel Computer Architecture,ECEC,413,Students will develop parallel algorithms for shared-memory parallel computers using pthreads and OpenMP programming interfaces. The course will also teach students how to develop parallel algorithms for the graphics processing unit (GPU) and implement them using the CUDA programming interface. Students will be introduced to the architecture of a modern GPU and to the CUDA programming interface; and will gain proficiency in general purpose programming on the GPU.,3.0,ECEC 201 [Min Grade: D] or CS 265 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331799+00:00,True,True,True
ECEC414,High Performance Computing,ECEC,414,"This course is an introduction to high performance computing, including both concepts and applications. Course contents will include discussions of different types of high performance computer architectures (multi-core/multi-threaded processors, parallel computers, etc.), the design, implementation, optimization and analysis of efficient algorithms for uni-processors, multi-threaded processors, and parallel computers, and high performance programming.",3.0,ECEC 355 [Min Grade: D] or (CS 281 [Min Grade: D] and CS 282 [Min Grade: D]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331827+00:00,True,True,True
ECEC421,Introduction to Operating Systems I,ECEC,421,"Covers basic concepts of computer operating systems, including multiprocessing and multiprogramming systems, lock operations, synchronization, and file structures.",3.0,ECEC 353 [Min Grade: C] or CS 283 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331852+00:00,True,True,True
ECEC422,Introduction to Operating Systems II,ECEC,422,Further develops the topics of ECEC 421 . Spring.,3.0,ECEC 421 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331877+00:00,True,True,True
ECEC432,Internet Architecture and Protocols,ECEC,432,"Covers architecture, protocols, and services of the Internet with an analytical approach focused on design principles; Internet architecture and topology; architecture of web and mail servers; router architectures; routing protocols; multicasting; multimedia over IP and associated protocols; Quality-of-Service issues in the Internet.",3.0,ECEC 357 [Min Grade: D] or CS 472 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331900+00:00,True,True,True
ECEC433,Network Programming,ECEC,433,"Covers application layer protocol and how applications use the transport layer; principles and practice of network programming; the client-server model; concurrent processing; introduction to sockets and related functions client and server software design with examples; principles, issues and challenges in e-mail and web application protocols; security protocols; and network life system concepts.",3.0,ECEC 357 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331922+00:00,True,True,True
ECEC457,Security in Computing,ECEC,457,The course introduces ideas from Cryptography and Fault Tolerant Computing. Cryptography studies how to artificially create distortions that being interwoven with computations mask them from eavesdropping. Fault Tolerance studies techniques of suppressing effects of natural noises that operate in computation channels. The course deals with both some introductory issues in Public Key Cryptography and some important aspects of designing Fault Tolerant Systems.,3.0,ECEC 355 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331945+00:00,True,True,True
ECEC459,Testing of Hardware,ECEC,459,"Testing has become the largest expense item in the semiconductor industry. There is rapidly being developed new techniques in testing, design for test and built-in self-test because no existing set of techniques can satisfy the existing and future needs. The course reviews, in a unified way, important issues in testing and diagnosis of hardware. Together with the ""Security in Computing"" course, it brings a design engineer student to the state of the art level in the field.",3.0,ECEC 355 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331971+00:00,True,True,True
ECEC474,ASIC Design I,ECEC,474,"This course will focus exclusively on digital CMOS Application Specific Integrated Circuit (ASIC) systems design and automation. The ASIC physical design flow, including logic synthesis, floorplanning, placement, clock tree synthesis, routing and verification will be presented. These back-end physical design flow steps will also be covered through hands-on practice using industrial VLSI CAD tools. Contemporary design practices will be reviewed and presented in experiments.",3.0,ECE 200 [Min Grade: D] and (ECEC 355 [Min Grade: D] or CS 281 [Min Grade: D]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.331993+00:00,True,True,True
ECEC475,ASIC Design II,ECEC,475,"Design and analysis of Application Specific Integrated Circuits (ASICs) will be covered from a systems design perspective. System timing, arithmetic building block and memory block design processes will be presented. Design tasks in a quarter-long, small-complexity processor design project will cover the back-end of the IC design flow range, from RTL synthesis to timing and power analysis. Projects will be performed in a hierarchical group, similar to an industrial setting, with other graduate and undergraduate students.",3.0,ECEC 474 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.332015+00:00,True,True,True
ECEC476,Hardware Security & Trust,ECEC,476,"The course covers a broad range of current topics in the areas of security and protection of modern integrated circuits. The covered material includes cryptographic processor and processing overhead, physical and invasive attacks, side-channel attacks, physically unclonable functions, hardware-based true random number generators, watermarking of intellectual property, FPGA security, passive and active metering for prevention of piracy, access control, and emerging threats to current and next- generation technologies.",3.0,ECE 471 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.332040+00:00,True,True,True
ECEC486,Cell and Tissue Image Analysis,ECEC,486,"Theory of supervised and unsupervised pattern recognition techniques, with practical programming projects.",3.0,ECE 361 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.332063+00:00,True,True,True
ECEC487,Pattern Recognition,ECEC,487,"Theory of supervised and unsupervised statistical pattern recognition, presented through practical programming techniques.",3.0,ECE 361 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/ecec/,2026-09-19T10:53:06.332084+00:00,True,True,True
MATH100,Fundamentals of Mathematics,MATH,100,"Course covers properties of real numbers, algebraic expressions, rational expressions, linear and quadratic functions and graphs. This course is intended to give students the background needed to enroll in MATH 101 .",3.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792040+00:00,True,True,True
MATH101,Introduction to Analysis I,MATH,101,"Covers linear, quadratic, exponential, and logarithmic functions; systems of linear equations; elementary linear programming; matrix algebra; inverse; and mathematics of finance.",4.0,MATH 100 [Min Grade: C-] or APEM 070 or APC 060 or APMA49 P or APCA49 P Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792085+00:00,True,True,True
MATH102,Introduction to Analysis II,MATH,102,"Covers limits, continuity, derivatives, indefinite and definite integrals, and applications.",4.0,MATH 101 [Min Grade: D] or MATH 171 [Min Grade: C-] Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792112+00:00,True,True,True
MATH105,"Algebra, Functions, and Trigonometry",MATH,105,"Properties of real numbers, algebraic expressions, rational expressions, linear and quadratic functions and graphs, and additional topics from algebra. Topics from geometry and trigonometry essential for the study of calculus.",6.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792136+00:00,True,True,True
MATH107,Probability and Statistics for Liberal Arts,MATH,107,"Probability and statistics in everyday life. The pitfalls of interpreting statistical data. A basic introduction to probability, chance, and gambling. Examples include coin-tossing, dice and roulette wheels.",3.0,MATH 100 [Min Grade: D] or MATH 101 [Min Grade: D] or APEM 070 or MATH 171 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792158+00:00,True,True,True
MATH108,Mathematics for Nursing Professionals,MATH,108,"Math foundations needed in the calculation of dosages and solutions of medications. Topics include systems of measurement and calculating dosages involving tablets, capsules, liquids, and powders.",3.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792180+00:00,True,True,True
MATH110,Precalculus,MATH,110,"Reviews topics from algebra, geometry, and trigonometry essential for the study of calculus. For students planning to take Calculus I.",3.0,MATH 100 [Min Grade: C] or APC 060 or APMA49 P or APCA49 P Corequisite : EXAM 082,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792226+00:00,True,True,True
MATH116,Calculus and Functions I,MATH,116,"This is the first course in a two-term sequence designed to introduce students to key concepts from differential calculus while reviewing essential topics from algebra, geometry, and precalculus. Material includes limits and derivatives of algebraic functions and applications. Some students may need a one-credit concurrent practicum course ( MATH 111 ) depending on their calculus exam score and summer preparatory review participation.",4.0,APC 036 or MATH 100 [Min Grade: C] or APMA49 P or APCA49 P Corequisite : EXAM 082,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792337+00:00,True,True,True
MATH117,Calculus and Functions II,MATH,117,"This is the second course in a two-term sequence designed to introduce students to key concepts from differential calculus while reviewing essential topics from algebra, geometry, and precalculus. Material includes limits and derivatives of transcendental functions and applications.",4.0,MATH 116 [Min Grade: C-] Corequisite : EXAM 082,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792360+00:00,True,True,True
MATH121,Calculus I,MATH,121,"Functions, limits and continuity, derivatives, trancendental functions, and applications.",4.0,MATH 110 [Min Grade: C-] or MATH 105 [Min Grade: C-] or APC 070 or APCA50 P or AP09 4 Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792400+00:00,True,True,True
MATH122,Calculus II,MATH,122,"Definite integrals, Fundamental Theorem of Calculus, integration techniques, applications of integration, numerical integration and differential equations.",4.0,MATH 117 [Min Grade: C-] or MATH 121 [Min Grade: C-] or AP66 4 or AP69 4 Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792422+00:00,True,True,True
MATH123,Calculus III,MATH,123,"Differential equations, Taylor's theorem, sequence and series, convergence, power series.",4.0,MATH 122 [Min Grade: D] Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792444+00:00,True,True,True
MATH171,Introduction to Analysis A,MATH,171,"Polynomials (including linear and quadratic functions), exponential and logarithmic functions, financial applications, matrices, inverse matrices, and solutions of linear systems.",3.0,MATH 100 [Min Grade: C-] or APEM 070 or APC 060 or APMA49 P or APCA49 P,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792465+00:00,True,True,True
MATH172,Introduction to Analysis B,MATH,172,"Matrices, inverse matrices, and solutions of linear systems, limits, continuity, rates of change and derivatives, techniques of differentiation.",3.0,MATH 171 [Min Grade: C-] or MATH 101 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792486+00:00,True,True,True
MATH173,Introduction to Analysis C,MATH,173,"Applications of differentiation (including graphing and optimization), definite and indefinite integrals, techniques of integration, applications of integration.",3.0,MATH 172 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792508+00:00,True,True,True
MATH180,Discrete Computational Structures,MATH,180,"Covers basic concepts of discrete mathematics that are important to computing, including elementary set theory, recurrence relations, and graph theory.",4.0,MATH 102 [Min Grade: D] or MATH 121 [Min Grade: D] or MATH 172 [Min Grade: C-] or MATH 117 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792529+00:00,True,True,True
MATH200,Multivariate Calculus,MATH,200,"Vectors, curves, partial derivatives, gradient, constrained optimization, coordinate system, multiple integrals, and applications.",4.0,MATH 122 [Min Grade: D] or AP68 4 Corequisite : EXAM 080,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792550+00:00,True,True,True
MATH201,Linear Algebra,MATH,201,"Systems of linear equations, matrix algebra, determinants, vector spaces, eigenvalues and eigenvectors, orthogonality, diagonalization, applications.",4.0,MATH 121 [Min Grade: D] or MATH 117 [Min Grade: D] or MATH 102 [Min Grade: D] Corequisite : EXAM 081,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792572+00:00,True,True,True
MATH205,Survey of Geometry,MATH,205,"Axiomatic approach to geometry: plane geometry, transformational geometrics, and an introduction to classical non-Euclidean geometries. Includes experimental approaches using appropriate software tools.",3.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792592+00:00,True,True,True
MATH210,Differential Equations,MATH,210,"Covers solution methods and properties for scalar and vector differential equations. Topics include linear and nonlinear equations, numerical methods, separation of variables, and transform methods.",4.0,MATH 200 [Min Grade: D] and MATH 201 [Min Grade: D] Corequisite : EXAM 081,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792614+00:00,True,True,True
MATH220,[WI] Introduction to Mathematical Reasoning,MATH,220,"A transition course that develops the reasoning skills necessary for later courses. Emphasizes writing and presentation skills. Topics taken from set theory, logic, induction, relations, functions, and properties of the real number system.",3.0,MATH 123 [Min Grade: C-] or MATH 200 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792636+00:00,True,True,True
MATH221,Discrete Mathematics,MATH,221,"Elementary set theory, combinatorics, elementary number theory, graphs, and special topics chosen from formal language theory, graph algorithms, coding theory, and other applications.",3.0,MATH 220 [Min Grade: C] or CS 270 [Min Grade: D] or ECE 200 [Min Grade: D] Corequisite : EXAM 081,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792658+00:00,True,True,True
MATH222,[WI] Combinatorics,MATH,222,"Select combinatorial topics such as recurrence relations, generating functions, inclusion-exclusion, and graph theory. Emphasis on techniques for writing mathematical arguments and proofs.",3.0,MATH 220 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792679+00:00,True,True,True
MATH238,History of Mathematics,MATH,238,"This course explores the history of mathematical concepts. Both the people involved and the environment in which the developments took place will be studied. Mathematics from the time of Babylonia to the present will be discussed. The presentation will take a thematic approach, which may vary each term.",3.0,,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792717+00:00,True,True,True
MATH239,Mathematics for the Life Sciences,MATH,239,"A broad survey of mathematical topics that are fundamental for application in the life science: multivariate calculus, differential equations, elementary probability. Emphasis on application.",4.0,MATH 102 [Min Grade: D] or MATH 122 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792738+00:00,True,True,True
MATH250,Mathematics of Investment and Credit,MATH,250,"Interest Rate Measurement, Valuation of Annuities, Loan Repayment,Bond Valuation Recommended for students taking actuarial exam FM2.",3.0,MATH 123 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792759+00:00,True,True,True
MATH261,Linear Algebra,MATH,261,"Covers matrix arithmetic systems of linear equations, including vector spaces, coordinate systems, determinants, characteristic value problems, and Euclidean spaces, and application to quadratic forms and linear differential equations. Problems from engineering and science will be solved using applications such as MATLAB during the lab.",3.0,MATH 122 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792782+00:00,True,True,True
MATH262,Differential Equations,MATH,262,"Covers solutions of first-order equations, undetermined coefficient and variation of parameter methods of solution of higher order linear equations, systems of equations, and Laplace transform. Problems from engineering and science will be solved using applications such as MATLAB during the lab.",3.0,MATH 261 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792803+00:00,True,True,True
MATH285,Differential Equations II,MATH,285,,3.0,MATH 210 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792826+00:00,False,True,True
MATH291,Complex and Vector Analysis for Engineers,MATH,291,"Complex and Vector Analysis for Engineers. Covers gradient, divergence, and curl; integral theorems curvilinear coordinates, complex differentiation and integration, Cauchy's Theorem, power series, residues and applications.",4.0,MATH 200 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792849+00:00,True,True,True
MATH300,Numerical Analysis I,MATH,300,"The course covers root finding and fixed points, polynomial interpolation, splines, numerical integration and numerical differentiation. The course emphasizes computational solutions.",4.0,MATH 200 [Min Grade: D] and (MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D]) and (CS 171 [Min Grade: D] or CS 123 [Min Grade: D]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792870+00:00,True,True,True
MATH301,Numerical Analysis II,MATH,301,"A continuation of MATH 300 . This course covers numerical solutions of initial value problems for ordinary differential equations, boundary value problems, and data approximation including least squares fit and the Fast Fourier Transform.",3.0,MATH 300 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792891+00:00,True,True,True
MATH304,Numerical Linear Algebra,MATH,304,"This course covers the mathematics of numerical methods for solving problems in linear algebra. Topics include direct and iterative methods for solving linear systems, matrix factorizations, numerical methods for finding eigenvalues, singular value decomposition, and an introduction to methods for solving nonlinear systems.",3.0,MATH 201 [Min Grade: C-] and CS 171 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792912+00:00,True,True,True
MATH305,Introduction to Optimization Theory,MATH,305,"Provides a broad survey of mathematical techniques in optimization theory used in operations research and management science. Includes topics selected from the following categories: linear programming, integer programming, network flows, and nonlinear programming.",4.0,MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792934+00:00,True,True,True
MATH310,Probability and Statistics,MATH,310,"Not open to mathematics or computer science majors. Covers probability, probability distribution of discrete and continuous random variables, moment-generating functions, distribution of sample statistics, estimation and statistical tests, tests for goodness of fit, and regression analysis.",4.0,MATH 200 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792956+00:00,True,True,True
MATH311,Probability and Statistics I,MATH,311,"Discrete and continuous probability distributions, conditional probabilities, expected value and variance, joint probability distributions, discrete marginal distributions.",4.0,MATH 122 [Min Grade: D] Corequisite : EXAM 081,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.792978+00:00,True,True,True
MATH312,Probability and Statistics II,MATH,312,"This course covers joint & marginal distributions for continuous random variables, distributions of functions of random variables, moment-generating function technique, the central limit theorem. Estimation, consistency, unbiasedness, maximum likelihood, and simple linear regression.",4.0,MATH 200 [Min Grade: D] and (MATH 311 [Min Grade: D] or ENGR 361 [Min Grade: D]) Corequisite : EXAM 081,2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793001+00:00,True,True,True
MATH313,Probability and Statistics III,MATH,313,"This course covers confidence intervals, minimum variance unbiased estimation, hypothesis testing, type I and type II errors, likelihood ratio tests, tests for means and variances. Chi-square goodness-of-fit tests, categorical data analysis, and analysis of variance.",3.0,MATH 312 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793021+00:00,True,True,True
MATH316,Mathematical Applications of Symbolic Software,MATH,316,"Mathematical Applications of Symbolic Software. Topics from calculus are investigated via complex problems requiring the use of symbolic mathematical software, primarily Maple. Numerical, graphical, and algebraic approaches are integrated. Limits, derivatives, root-finding, integration, and infinite series are explored in this context.",3.0,MATH 123 [Min Grade: D] and MATH 200 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793042+00:00,True,True,True
MATH318,[WI] Mathematical Applications of Statistical Software,MATH,318,"Mathematical Applications of Statistical Software. Applications of modern statistical technologies and software, such as SAS, are used to describe and analyze data. Some topics covered are data management, collecting data, inferences for single and multiple population means, proportions count data, regression, correlation and nonparametric statistical methods.",3.0,MATH 310 [Min Grade: D] or MATH 312 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793063+00:00,True,True,True
MATH319,Techniques of Data Analysis,MATH,319,"An applied course that considers the acquisition, analysis, visualization, and presentation of data. Emphasizes computation.",4.0,MATH 318 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793086+00:00,True,True,True
MATH320,Actuarial Mathematics,MATH,320,"Covers probability in a risk management context. Univariate probability distribution including binomial, negative binomial, Poisson, uniform, exponential, normal, lognormal, Pareto, and Weibull distributions. Multivariate distributions including conditional and marginal probability distributions, joint moment generating functions, probability and moments for linear combinations of independent random variables and related topics.",3.0,MATH 311 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793107+00:00,True,True,True
MATH321,Vector Calculus,MATH,321,"Covers vector algebra; gradient, divergence, curl, and curvilinear coordinates; Green's theorem, divergence theorem, and Stokes' theorem; and applications.",4.0,(MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D]) and MATH 200 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793127+00:00,True,True,True
MATH322,Complex Variables,MATH,322,"Introduces functions of one complex variable. Topics include the basic properties of analytic functions, power series, integration, residues and poles, and conformal mapping with applications.",4.0,MATH 210 [Min Grade: D] or MATH 262 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793148+00:00,True,True,True
MATH323,Partial Differential Equations,MATH,323,Covers basic concepts and solution techniques for the standard partial differential equations of mathematical physics.,4.0,MATH 210 [Min Grade: D] or MATH 262 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793169+00:00,True,True,True
MATH331,Abstract Algebra I,MATH,331,"Covers theory of groups, homomorphism and isomorphism, theory of rings, integral domains, ideals, unique factorization, and theory of fields.",4.0,(MATH 220 [Min Grade: C-] or CS 270 [Min Grade: C-]) and (MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D] or ENGR 231 [Min Grade: D]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793190+00:00,True,True,True
MATH332,Abstract Algebra II,MATH,332,"Covers further topics in abstract algebra, including canonical decomposition of linear transformation, bilinear forms, multilinear algebra and determinants, finite fields, and selected short subjects.",3.0,MATH 331 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793211+00:00,True,True,True
MATH387,Linear Algebra II,MATH,387,"Covers linear transformations, including kernel and range; eigenvalues and eigenvectors; diagonalization of symmetric matrices; and application to differential equations, quadratic forms, and Markov chains. Fall.",3.0,MATH 261 [Min Grade: D] or MATH 201 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793232+00:00,True,True,True
MATH401,Elements of Modern Analysis I,MATH,401,"Covers the real number system, elementary topology, limits, infinite series, continuity, derivatives, and the Riemann integral.",3.0,(MATH 220 [Min Grade: C-] or CS 270 [Min Grade: C-]) and (MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D] or ENGR 231 [Min Grade: D]) and MATH 200 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793253+00:00,True,True,True
MATH402,Elements of Modern Analysis II,MATH,402,"Covers continuation of integration theory, improper integrals, sequences and series, power series, and uniform convergence.",3.0,MATH 401 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793274+00:00,True,True,True
MATH410,Scientific Data Analysis I,MATH,410,"Fundamental principles and applications of statistics for scientific data analysis. Topics include data exploration, principles of probability distributions, Central Limit Theorem, hypothesis testing, z, t and F tests, one-way analysis of variance, linear regression, and contingency table analysis. Programming statistical applications in R will be included.",3.0,MATH 122 [Min Grade: D] or MATH 239 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793294+00:00,True,True,True
MATH411,Scientific Data Analysis II,MATH,411,"Scientific data analysis and experimental design. Topics include multiple regression and model selection, nonlinear and logistic regression, analysis of covariance, multi-factor analysis of variance, nested, factorial and repeated measures experimental designs, random effects, and introduction to bootstrap methods and randomization tests. Programming statistical applications in R will be included.",3.0,MATH 410 [Min Grade: C-],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793314+00:00,True,True,True
MATH422,Introduction to Topology,MATH,422,"Covers topological space, metric spaces, function, continuity, compactness, and connectedness.",4.0,MATH 220 [Min Grade: C],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793335+00:00,True,True,True
MATH449,Mathematical Finance,MATH,449,"This course is an introduction to the mathematics of finance. The main topics include: fixed income mathematics (duration, convexity, compounding conventions, immunization of bond portfolios, yield curve stripping), foundations of the arbitrage theory (pricing of futures and forwards, swaps, put/call parity) and introduction to stochastic derivative pricing (Black-Scholes and beyond).",3.0,MATH 311 [Min Grade: D],2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793356+00:00,True,True,True
MATH450,Introduction to Graph Theory,MATH,450,"Introduction to Graph Theory. Topics covered include paths and cycles, Eulerian graphs, Hamiltonian graphs, trees, matching, coloring, planarity, and some additional topics in special graphs such as interval graphs.",3.0,(MATH 201 [Min Grade: D] or MATH 261 [Min Grade: D]) and (MATH 221 [Min Grade: D] or MATH 222 [Min Grade: D]),2026-2027,quarter,https://catalog.drexel.edu/coursedescriptions/quarter/undergrad/math/,2026-09-19T10:53:08.793376+00:00,True,True,True
